 Date,DAX_EC Open,DAX_EC Low,DAX_EC High,DAX_EC Close,DAX_EC Adj. Close,DAX_EC SMA (200D),DAX_EC SMA (50D)
2/13/2008,"6,914.21","6,869.94","7,007.05","6,973.67","6,973.67","7,665.37","7,470.73"
2/12/2008,"6,793.47","6,746.20","6,979.23","6,967.84","6,967.84","7,667.54","7,485.73"
2/11/2008,"6,723.97","6,690.77","6,812.21","6,743.54","6,743.54","7,669.59","7,497.00"
2/8/2008,"6,777.54","6,706.18","6,851.78","6,767.28","6,767.28","7,672.81","7,513.48"
2/7/2008,"6,829.07","6,655.65","6,839.16","6,733.72","6,733.72","7,675.69","7,530.31"
2/6/2008,"6,726.54","6,696.94","6,861.94","6,847.51","6,847.51","7,678.37","7,546.88"
2/5/2008,"6,998.74","6,744.17","7,000.05","6,765.25","6,765.25","7,680.81","7,560.30"
2/4/2008,"7,018.64","6,975.93","7,059.19","7,000.49","7,000.49","7,683.70","7,577.60"
2/1/2008,"6,896.19","6,896.19","7,037.16","6,968.67","6,968.67","7,684.91","7,587.83"
1/31/2008,"6,856.88","6,691.25","6,887.75","6,851.75","6,851.75","7,686.48","7,600.70"
1/30/2008,"6,886.92","6,822.44","6,920.77","6,875.35","6,875.35","7,688.96","7,617.00"
1/29/2008,"6,834.60","6,823.68","6,929.88","6,892.96","6,892.96","7,691.28","7,635.16"
1/28/2008,"6,749.29","6,680.30","6,827.37","6,818.85","6,818.85","7,692.87","7,652.85"
1/25/2008,"6,884.16","6,782.41","7,002.19","6,816.74","6,816.74","7,694.49","7,672.61"
1/24/2008,"6,550.11","6,550.11","6,854.98","6,821.07","6,821.07","7,696.17","7,692.52"
1/23/2008,"6,811.81","6,384.40","6,884.87","6,439.21","6,439.21","7,697.90","7,712.49"
1/22/2008,"6,591.39","6,420.71","6,877.62","6,769.47","6,769.47","7,701.21","7,739.70"
1/21/2008,"7,292.68","6,762.77","7,292.68","6,790.19","6,790.19","7,702.73","7,760.86"
1/18/2008,"7,417.55","7,287.29","7,501.04","7,314.17","7,314.17","7,704.01","7,781.20"
1/17/2008,"7,504.85","7,400.08","7,547.47","7,413.53","7,413.53","7,702.12","7,791.91"
1/16/2008,"7,536.48","7,450.38","7,555.56","7,471.57","7,471.57","7,699.64","7,801.26"
1/15/2008,"7,714.60","7,563.90","7,724.26","7,566.38","7,566.38","7,696.77","7,812.21"
1/14/2008,"7,692.54","7,683.54","7,759.17","7,732.02","7,732.02","7,693.02","7,820.44"
1/11/2008,"7,717.45","7,675.45","7,746.47","7,717.95","7,717.95","7,688.65","7,825.99"
1/10/2008,"7,799.11","7,700.85","7,830.95","7,713.09","7,713.09","7,684.20","7,830.62"
1/9/2008,"7,839.23","7,770.42","7,841.62","7,782.71","7,782.71","7,680.13","7,835.00"
1/8/2008,"7,844.50","7,831.51","7,923.44","7,849.99","7,849.99","7,675.50","7,835.93"
1/7/2008,"7,810.82","7,781.68","7,858.64","7,817.17","7,817.17","7,669.82","7,835.78"
1/4/2008,"7,913.53","7,780.27","7,914.70","7,808.69","7,808.69","7,664.23","7,835.34"
1/3/2008,"7,941.52","7,858.39","7,969.90","7,908.41","7,908.41","7,658.54","7,836.85"
1/2/2008,"8,045.97","7,925.11","8,100.64","7,949.11","7,949.11","7,651.90","7,837.11"
12/28/2007,"8,010.89","7,991.81","8,068.95","8,067.32","8,067.32","7,645.08","7,837.83"
12/27/2007,"8,038.73","8,024.77","8,073.99","8,038.60","8,038.60","7,636.99","7,835.74"
12/21/2007,"7,913.38","7,913.38","8,015.42","8,002.67","8,002.67","7,629.91","7,834.36"
12/20/2007,"7,842.26","7,842.17","7,919.05","7,869.19","7,869.19","7,623.48","7,835.13"
12/19/2007,"7,865.33","7,777.40","7,876.59","7,837.32","7,837.32","7,617.71","7,838.42"
12/18/2007,"7,811.08","7,796.10","7,942.76","7,850.74","7,850.74","7,612.09","7,841.41"
12/17/2007,"7,884.17","7,812.02","7,884.19","7,825.44","7,825.44","7,605.93","7,844.00"
12/14/2007,"7,949.00","7,873.27","7,987.29","7,948.36","7,948.36","7,599.78","7,846.98"
12/13/2007,"8,014.47","7,922.98","8,034.32","7,928.31","7,928.31","7,592.71","7,848.05"
12/12/2007,"7,968.93","7,928.12","8,117.79","8,076.12","8,076.12","7,586.08","7,848.39"
12/11/2007,"8,050.37","7,983.41","8,067.04","8,009.42","8,009.42","7,578.90","7,845.97"
12/10/2007,"7,972.70","7,955.19","8,057.69","8,033.36","8,033.36","7,572.43","7,844.72"
12/7/2007,"7,963.25","7,957.55","8,009.76","7,994.07","7,994.07","7,566.36","7,842.50"
12/6/2007,"7,958.18","7,911.48","7,998.04","7,940.58","7,940.58","7,561.53","7,839.85"
12/5/2007,"7,850.94","7,842.62","7,953.94","7,944.77","7,944.77","7,556.79","7,838.11"
12/4/2007,"7,841.87","7,785.12","7,849.94","7,808.94","7,808.94","7,551.94","7,835.30"
12/3/2007,"7,859.39","7,825.66","7,889.59","7,837.26","7,837.26","7,547.60","7,834.51"
11/30/2007,"7,772.44","7,771.77","7,894.47","7,870.52","7,870.52","7,543.33","7,833.52"
11/29/2007,"7,755.30","7,729.44","7,780.48","7,765.19","7,765.19","7,538.91","7,832.00"
11/28/2007,"7,552.26","7,536.54","7,729.00","7,723.66","7,723.66","7,534.87","7,831.40"
11/27/2007,"7,537.55","7,444.62","7,546.41","7,531.35","7,531.35","7,531.05","7,831.94"
11/26/2007,"7,642.10","7,559.70","7,674.66","7,567.36","7,567.36","7,528.19","7,832.82"
11/23/2007,"7,565.01","7,549.15","7,620.29","7,608.96","7,608.96","7,524.83","7,831.07"
11/22/2007,"7,538.80","7,488.09","7,581.13","7,562.10","7,562.10","7,521.09","7,828.85"
11/21/2007,"7,569.86","7,474.51","7,569.86","7,518.42","7,518.42","7,517.83","7,828.32"
11/20/2007,"7,550.35","7,523.67","7,634.46","7,630.31","7,630.31","7,514.62","7,827.42"
11/19/2007,"7,608.20","7,498.90","7,623.10","7,511.97","7,511.97","7,511.05","7,823.97"
11/16/2007,"7,635.65","7,564.66","7,655.96","7,612.26","7,612.26","7,507.87","7,821.24"
11/15/2007,"7,781.81","7,635.69","7,803.87","7,667.03","7,667.03","7,504.18","7,817.72"
11/14/2007,"7,821.42","7,765.51","7,866.01","7,783.11","7,783.11","7,500.27","7,816.82"
11/13/2007,"7,781.42","7,752.24","7,791.50","7,777.56","7,777.56","7,495.61","7,812.92"
11/12/2007,"7,780.49","7,766.07","7,810.60","7,806.84","7,806.84","7,490.67","7,811.80"
11/9/2007,"7,830.12","7,792.82","7,918.92","7,812.40","7,812.40","7,485.58","7,808.63"
11/8/2007,"7,771.56","7,701.87","7,844.40","7,819.47","7,819.47","7,480.14","7,805.15"
11/7/2007,"7,839.06","7,739.92","7,854.16","7,799.62","7,799.62","7,474.50","7,799.16"
11/6/2007,"7,823.22","7,821.78","7,859.95","7,827.19","7,827.19","7,469.10","7,791.95"
11/5/2007,"7,790.89","7,779.97","7,830.92","7,807.55","7,807.55","7,463.70","7,784.01"
11/2/2007,"7,846.91","7,792.37","7,864.48","7,849.49","7,849.49","7,458.06","7,777.58"
11/1/2007,"8,024.41","7,853.76","8,038.41","7,880.85","7,880.85","7,452.25","7,770.74"
10/31/2007,"7,975.02","7,960.48","8,027.49","8,019.22","8,019.22","7,446.58","7,763.36"
10/30/2007,"8,004.59","7,966.24","8,004.59","7,977.94","7,977.94","7,439.93","7,752.98"
10/29/2007,"7,989.40","7,986.71","8,016.47","8,009.67","8,009.67","7,433.55","7,741.92"
10/26/2007,"7,944.34","7,919.20","7,970.36","7,949.17","7,949.17","7,427.09","7,729.88"
10/25/2007,"7,862.61","7,861.39","7,970.57","7,932.44","7,932.44","7,421.00","7,718.46"
10/24/2007,"7,842.13","7,807.99","7,861.27","7,828.96","7,828.96","7,414.87","7,705.21"
10/23/2007,"7,822.89","7,822.89","7,876.62","7,842.79","7,842.79","7,409.16","7,697.55"
10/22/2007,"7,819.28","7,763.64","7,819.28","7,794.94","7,794.94","7,402.78","7,689.20"
10/19/2007,"7,895.53","7,870.73","7,940.29","7,884.12","7,884.12","7,396.87","7,682.78"
10/18/2007,"7,997.73","7,906.79","8,014.56","7,921.40","7,921.40","7,390.49","7,671.97"
10/17/2007,"7,944.53","7,941.51","8,017.04","7,985.41","7,985.41","7,383.85","7,662.61"
10/16/2007,"7,946.12","7,927.78","7,964.60","7,962.64","7,962.64","7,377.29","7,655.02"
10/15/2007,"8,039.80","7,951.26","8,039.80","7,969.47","7,969.47","7,370.94","7,646.04"
10/12/2007,"7,995.59","7,974.87","8,041.26","8,041.26","8,041.26","7,364.50","7,635.54"
10/11/2007,"7,985.68","7,981.53","8,063.83","8,033.69","8,033.69","7,357.27","7,623.43"
10/10/2007,"7,985.98","7,955.93","8,009.34","7,986.57","7,986.57","7,350.16","7,613.44"
10/9/2007,"7,974.87","7,955.04","8,012.87","7,980.44","7,980.44","7,343.28","7,603.19"
10/8/2007,"8,008.76","7,968.25","8,017.77","7,974.37","7,974.37","7,335.89","7,595.26"
10/5/2007,"7,954.25","7,946.34","8,014.16","8,002.18","8,002.18","7,328.89","7,584.90"
10/4/2007,"7,940.65","7,911.86","7,966.81","7,944.99","7,944.99","7,321.81","7,573.89"
10/3/2007,"7,952.38","7,928.56","7,964.40","7,955.30","7,955.30","7,314.85","7,565.17"
10/2/2007,"7,937.22","7,924.14","7,971.13","7,946.79","7,946.79","7,308.06","7,559.91"
10/1/2007,"7,851.29","7,831.40","7,922.42","7,922.42","7,922.42","7,301.27","7,557.11"
9/28/2007,"7,850.94","7,790.23","7,880.42","7,861.51","7,861.51","7,294.42","7,557.55"
9/27/2007,"7,844.42","7,837.34","7,882.18","7,853.79","7,853.79","7,287.72","7,557.82"
9/26/2007,"7,797.34","7,788.44","7,815.49","7,804.15","7,804.15","7,280.83","7,560.56"
9/25/2007,"7,755.17","7,717.44","7,786.93","7,769.44","7,769.44","7,274.16","7,562.35"
9/24/2007,"7,777.20","7,762.05","7,797.62","7,787.92","7,787.92","7,267.45","7,567.73"
9/21/2007,"7,722.97","7,714.81","7,809.24","7,794.43","7,794.43","7,260.57","7,574.08"
9/20/2007,"7,728.78","7,696.94","7,745.25","7,735.09","7,735.09","7,253.45","7,580.05"
9/19/2007,"7,629.11","7,627.75","7,771.02","7,750.84","7,750.84","7,246.64","7,586.42"
9/18/2007,"7,460.04","7,452.00","7,588.42","7,575.21","7,575.21","7,239.36","7,589.37"
9/17/2007,"7,497.09","7,433.23","7,530.81","7,479.85","7,479.85","7,232.69","7,597.16"
9/14/2007,"7,514.62","7,445.41","7,522.12","7,497.74","7,497.74","7,226.84","7,609.11"
9/13/2007,"7,459.43","7,430.64","7,545.23","7,535.97","7,535.97","7,221.17","7,620.12"
9/12/2007,"7,458.68","7,420.66","7,477.99","7,472.99","7,472.99","7,214.89","7,629.15"
9/11/2007,"7,409.25","7,409.25","7,481.98","7,457.90","7,457.90","7,209.02","7,641.19"
9/10/2007,"7,437.69","7,369.70","7,467.45","7,375.44","7,375.44","7,203.79","7,653.05"
9/7/2007,"7,612.92","7,420.83","7,629.86","7,436.63","7,436.63","7,199.29","7,664.71"
9/6/2007,"7,618.34","7,510.77","7,644.43","7,621.72","7,621.72","7,194.49","7,676.12"
9/5/2007,"7,700.76","7,588.03","7,717.16","7,588.03","7,588.03","7,188.68","7,682.11"
9/4/2007,"7,635.41","7,595.45","7,725.34","7,721.77","7,721.77","7,183.00","7,686.38"
9/3/2007,"7,643.64","7,630.85","7,677.67","7,648.58","7,648.58","7,176.46","7,689.15"
8/31/2007,"7,554.60","7,536.78","7,659.72","7,638.17","7,638.17","7,170.43","7,694.79"
8/30/2007,"7,469.45","7,416.66","7,529.75","7,519.94","7,519.94","7,164.39","7,701.02"
8/29/2007,"7,383.09","7,353.82","7,451.97","7,439.18","7,439.18","7,158.73","7,709.92"
8/28/2007,"7,476.99","7,419.68","7,477.27","7,430.24","7,430.24","7,153.50","7,722.94"
8/27/2007,"7,525.59","7,475.95","7,541.87","7,485.99","7,485.99","7,148.14","7,735.01"
8/24/2007,"7,490.82","7,459.95","7,526.14","7,507.27","7,507.27","7,142.50","7,746.01"
8/23/2007,"7,560.91","7,511.91","7,591.52","7,511.96","7,511.96","7,136.71","7,756.48"
8/22/2007,"7,429.01","7,424.12","7,525.71","7,500.48","7,500.48","7,130.96","7,763.22"
8/21/2007,"7,427.52","7,345.13","7,469.86","7,424.75","7,424.75","7,125.11","7,766.83"
8/20/2007,"7,400.45","7,386.55","7,450.39","7,407.53","7,407.53","7,119.20","7,771.90"
8/17/2007,"7,241.62","7,190.36","7,497.65","7,378.29","7,378.29","7,113.27","7,777.87"
8/16/2007,"7,360.28","7,240.78","7,360.28","7,270.07","7,270.07","7,107.84","7,782.11"
8/15/2007,"7,391.48","7,343.25","7,470.94","7,445.90","7,445.90","7,102.84","7,789.08"
8/14/2007,"7,441.50","7,383.32","7,492.76","7,425.07","7,425.07","7,096.90","7,794.77"
8/13/2007,"7,380.18","7,380.18","7,476.70","7,474.33","7,474.33","7,091.09","7,804.66"
8/10/2007,"7,373.91","7,293.52","7,386.41","7,343.26","7,343.26","7,085.13","7,814.71"
8/9/2007,"7,578.12","7,426.05","7,581.79","7,453.59","7,453.59","7,079.74","7,827.60"
8/8/2007,"7,538.97","7,531.71","7,614.24","7,605.94","7,605.94","7,073.71","7,836.19"
8/7/2007,"7,481.35","7,459.09","7,534.93","7,513.66","7,513.66","7,066.90","7,839.37"
8/6/2007,"7,390.88","7,382.96","7,471.75","7,444.45","7,444.45","7,060.34","7,844.72"
8/3/2007,"7,549.82","7,419.84","7,566.64","7,435.67","7,435.67","7,054.01","7,850.62"
8/2/2007,"7,518.91","7,502.72","7,568.20","7,534.13","7,534.13","7,047.74","7,855.85"
8/1/2007,"7,472.36","7,396.36","7,544.70","7,473.93","7,473.93","7,040.65","7,859.88"
7/31/2007,"7,507.96","7,501.53","7,632.83","7,584.14","7,584.14","7,034.21","7,863.59"
7/30/2007,"7,460.71","7,386.60","7,503.17","7,456.31","7,456.31","7,027.16","7,864.30"
7/27/2007,"7,437.11","7,372.89","7,535.37","7,451.68","7,451.68","7,020.68","7,867.32"
7/26/2007,"7,708.32","7,506.04","7,731.17","7,508.96","7,508.96","7,014.02","7,868.28"
7/25/2007,"7,747.93","7,659.61","7,790.20","7,692.55","7,692.55","7,007.06","7,867.72"
7/24/2007,"7,916.36","7,806.23","7,933.58","7,806.79","7,806.79","6,999.02","7,863.98"
7/23/2007,"7,880.29","7,836.42","7,944.21","7,944.21","7,944.21","6,990.42","7,857.04"
7/20/2007,"7,986.85","7,864.18","8,006.23","7,874.85","7,874.85","6,981.07","7,847.74"
7/19/2007,"7,934.02","7,933.19","8,010.75","7,991.21","7,991.21","6,971.93","7,838.55"
7/18/2007,"7,987.52","7,879.14","7,990.36","7,893.61","7,893.61","6,961.93","7,828.24"
7/17/2007,"8,090.01","7,995.44","8,090.01","8,038.21","8,038.21","6,952.46","7,819.22"
7/16/2007,"8,101.53","8,074.97","8,130.72","8,105.69","8,105.69","6,942.29","7,808.97"
7/13/2007,"8,089.56","8,065.11","8,151.57","8,092.77","8,092.77","6,931.71","7,797.19"
7/12/2007,"7,921.76","7,880.92","8,053.62","8,053.43","8,053.43","6,921.20","7,784.87"
7/11/2007,"7,922.23","7,799.93","7,922.23","7,898.54","7,898.54","6,910.73","7,772.92"
7/10/2007,"8,081.73","7,934.85","8,109.71","7,964.76","7,964.76","6,900.75","7,763.12"
7/9/2007,"8,077.18","8,058.77","8,119.80","8,077.39","8,077.39","6,890.34","7,751.39"
7/6/2007,"7,987.12","7,947.07","8,048.44","8,048.32","8,048.32","6,879.76","7,737.58"
7/5/2007,"8,101.89","7,968.79","8,115.06","7,987.13","7,987.13","6,869.29","7,723.48"
7/4/2007,"8,057.68","8,055.25","8,090.22","8,075.26","8,075.26","6,858.73","7,709.14"
7/3/2007,"7,985.26","7,985.26","8,066.83","8,050.68","8,050.68","6,847.98","7,694.35"
7/2/2007,"7,969.27","7,916.47","7,981.36","7,958.24","7,958.24","6,837.42","7,680.19"
6/29/2007,"7,947.16","7,901.60","8,007.74","8,007.32","8,007.32","6,827.16","7,665.87"
6/28/2007,"7,847.44","7,847.44","7,923.59","7,921.36","7,921.36","6,816.66","7,651.38"
6/27/2007,"7,820.35","7,750.62","7,822.35","7,801.23","7,801.23","6,806.42","7,639.92"
6/26/2007,"7,882.39","7,817.39","7,904.53","7,860.52","7,860.52","6,796.41","7,630.66"
6/25/2007,"7,896.91","7,829.78","7,942.94","7,930.61","7,930.61","6,786.08","7,617.69"
6/22/2007,"7,977.26","7,925.13","8,013.60","7,949.63","7,949.63","6,775.29","7,601.94"
6/21/2007,"8,050.65","7,905.18","8,060.64","7,964.71","7,964.71","6,764.61","7,586.00"
6/20/2007,"8,066.18","8,046.64","8,131.73","8,090.49","8,090.49","6,754.21","7,570.04"
6/19/2007,"8,044.59","8,011.29","8,074.11","8,033.52","8,033.52","6,743.30","7,550.23"
6/18/2007,"8,044.73","8,013.58","8,095.76","8,036.12","8,036.12","6,732.52","7,531.04"
6/15/2007,"7,861.22","7,860.33","8,032.97","8,030.64","8,030.64","6,721.64","7,511.23"
6/14/2007,"7,753.18","7,752.04","7,850.73","7,849.16","7,849.16","6,710.82","7,489.36"
6/13/2007,"7,652.59","7,595.69","7,701.01","7,680.76","7,680.76","6,700.81","7,470.72"
6/12/2007,"7,693.60","7,629.46","7,740.02","7,678.26","7,678.26","6,691.68","7,455.04"
6/11/2007,"7,623.33","7,623.33","7,706.10","7,706.10","7,706.10","6,682.35","7,437.81"
6/8/2007,"7,576.01","7,499.43","7,644.96","7,590.50","7,590.50","6,672.89","7,420.86"
6/7/2007,"7,750.38","7,590.17","7,786.94","7,618.61","7,618.61","6,663.81","7,405.63"
6/6/2007,"7,916.71","7,723.55","7,925.84","7,730.05","7,730.05","6,654.81","7,391.23"
6/5/2007,"7,987.11","7,880.35","7,996.61","7,919.83","7,919.83","6,645.14","7,373.77"
6/4/2007,"7,973.68","7,936.18","8,010.39","7,976.79","7,976.79","6,634.62","7,349.62"
6/1/2007,"7,891.20","7,889.74","8,001.63","7,987.85","7,987.85","6,623.91","7,324.09"
5/31/2007,"7,790.93","7,790.93","7,895.71","7,883.04","7,883.04","6,613.03","7,297.76"
5/30/2007,"7,741.95","7,675.89","7,768.75","7,764.97","7,764.97","6,602.50","7,271.70"
5/29/2007,"7,758.86","7,735.80","7,787.55","7,781.04","7,781.04","6,592.13","7,248.11"
5/25/2007,"7,672.95","7,658.27","7,746.92","7,739.20","7,739.20","6,581.37","7,221.44"
5/24/2007,"7,716.18","7,669.05","7,774.36","7,697.38","7,697.38","6,570.83","7,199.13"
5/23/2007,"7,665.05","7,659.80","7,739.06","7,735.88","7,735.88","6,560.86","7,179.50"
5/22/2007,"7,623.64","7,608.76","7,676.87","7,659.39","7,659.39","6,550.44","7,159.11"
5/21/2007,"7,614.04","7,599.49","7,644.44","7,619.31","7,619.31","6,540.27","7,140.19"
5/18/2007,"7,498.57","7,490.51","7,613.62","7,607.54","7,607.54","6,530.79","7,120.15"
5/17/2007,"7,502.12","7,483.66","7,528.62","7,499.50","7,499.50","6,520.95","7,099.90"
5/16/2007,"7,483.43","7,460.29","7,523.00","7,481.25","7,481.25","6,511.86","7,080.61"
5/15/2007,"7,432.66","7,418.26","7,520.53","7,505.35","7,505.35","6,502.44","7,063.05"
5/14/2007,"7,505.00","7,446.11","7,527.96","7,459.61","7,459.61","6,493.32","7,045.74"
5/11/2007,"7,386.80","7,304.61","7,482.36","7,479.34","7,479.34","6,484.55","7,030.86"
5/10/2007,"7,477.44","7,400.42","7,494.18","7,415.33","7,415.33","6,475.45","7,017.67"
5/9/2007,"7,471.95","7,427.25","7,489.86","7,475.99","7,475.99","6,466.29","7,009.91"
5/8/2007,"7,515.01","7,413.01","7,515.47","7,442.20","7,442.20","6,456.74","7,000.24"
5/7/2007,"7,523.95","7,508.10","7,538.59","7,525.69","7,525.69","6,447.42","6,990.87"
5/4/2007,"7,476.68","7,460.02","7,526.51","7,516.76","7,516.76","6,437.04","6,979.19"
5/3/2007,"7,472.14","7,420.35","7,483.22","7,476.69","7,476.69","6,427.19","6,968.52"
5/2/2007,"7,429.93","7,422.81","7,462.72","7,455.93","7,455.93","6,417.50","6,958.73"
4/30/2007,"7,369.24","7,361.36","7,436.30","7,408.87","7,408.87","6,407.21","6,948.75"
4/27/2007,"7,384.02","7,333.69","7,395.36","7,378.12","7,378.12","6,397.25","6,939.74"
4/26/2007,"7,368.54","7,356.84","7,412.53","7,387.02","7,387.02","6,387.47","6,931.40"
4/25/2007,"7,291.77","7,287.80","7,363.37","7,343.08","7,343.08","6,378.17","6,921.57"
4/24/2007,"7,342.08","7,218.72","7,342.08","7,270.32","7,270.32","6,369.64","6,911.90"
4/23/2007,"7,348.01","7,302.43","7,358.27","7,335.62","7,335.62","6,361.37","6,904.71"
4/20/2007,"7,257.34","7,253.03","7,366.59","7,342.54","7,342.54","6,353.22","6,895.54"
4/19/2007,"7,205.53","7,155.05","7,248.18","7,242.73","7,242.73","6,344.92","6,887.00"
4/18/2007,"7,341.25","7,243.42","7,341.25","7,282.34","7,282.34","6,337.18","6,879.66"
4/17/2007,"7,327.50","7,292.30","7,365.51","7,348.83","7,348.83","6,328.90","6,871.49"
4/16/2007,"7,229.06","7,229.06","7,340.25","7,338.06","7,338.06","6,320.80","6,862.23"
4/13/2007,"7,153.89","7,150.70","7,213.20","7,212.07","7,212.07","6,312.68","6,852.49"
4/12/2007,"7,150.83","7,087.29","7,152.38","7,142.95","7,142.95","6,305.03","6,844.03"
4/11/2007,"7,168.10","7,139.34","7,201.93","7,152.83","7,152.83","6,297.22","6,836.94"
4/10/2007,"7,102.47","7,090.69","7,172.08","7,166.67","7,166.67","6,288.75","6,828.40"
4/5/2007,"7,074.59","7,068.09","7,103.73","7,099.91","7,099.91","6,280.21","6,818.88"
4/4/2007,"7,072.51","7,038.49","7,076.21","7,073.91","7,073.91","6,272.28","6,811.27"
4/3/2007,"6,945.36","6,945.27","7,053.12","7,045.56","7,045.56","6,264.56","6,804.76"
4/2/2007,"6,911.13","6,891.80","6,945.36","6,937.17","6,937.17","6,257.00","6,797.43"
3/30/2007,"6,903.88","6,885.58","6,965.84","6,917.03","6,917.03","6,249.83","6,792.43"
3/29/2007,"6,834.09","6,834.09","6,903.48","6,897.08","6,897.08","6,242.71","6,789.03"
3/28/2007,"6,830.73","6,788.33","6,843.37","6,816.89","6,816.89","6,235.42","6,784.88"
3/27/2007,"6,838.32","6,838.32","6,885.34","6,858.34","6,858.34","6,228.22","6,782.58"
3/26/2007,"6,899.33","6,799.37","6,903.82","6,828.82","6,828.82","6,221.04","6,779.75"
3/23/2007,"6,859.00","6,828.22","6,902.62","6,899.06","6,899.06","6,213.43","6,777.81"
3/22/2007,"6,742.78","6,742.78","6,872.63","6,856.96","6,856.96","6,205.39","6,773.93"
3/21/2007,"6,696.25","6,688.34","6,729.65","6,712.06","6,712.06","6,198.08","6,770.54"
3/20/2007,"6,673.68","6,633.81","6,703.40","6,700.29","6,700.29","6,191.84","6,767.63"
3/19/2007,"6,622.76","6,614.14","6,677.34","6,671.41","6,671.41","6,185.26","6,765.91"
3/16/2007,"6,564.79","6,528.30","6,614.06","6,579.87","6,579.87","6,179.62","6,764.63"
3/15/2007,"6,495.85","6,495.84","6,594.33","6,585.47","6,585.47","6,174.24","6,764.90"
3/14/2007,"6,567.24","6,444.70","6,567.24","6,447.70","6,447.70","6,169.41","6,766.67"
3/13/2007,"6,716.35","6,623.99","6,722.83","6,623.99","6,623.99","6,165.61","6,771.55"
3/12/2007,"6,727.57","6,674.99","6,752.18","6,715.49","6,715.49","6,161.03","6,772.69"
3/9/2007,"6,706.45","6,665.73","6,745.06","6,716.52","6,716.52","6,155.92","6,770.32"
3/8/2007,"6,643.82","6,639.89","6,713.54","6,713.23","6,713.23","6,150.45","6,768.22"
3/7/2007,"6,605.90","6,584.47","6,633.87","6,617.75","6,617.75","6,145.65","6,766.14"
3/6/2007,"6,558.89","6,545.63","6,607.99","6,595.00","6,595.00","6,141.51","6,763.84"
3/5/2007,"6,510.95","6,437.25","6,563.45","6,534.57","6,534.57","6,137.06","6,763.42"
3/2/2007,"6,663.60","6,554.05","6,703.04","6,603.32","6,603.32","6,132.33","6,764.47"
3/1/2007,"6,714.25","6,544.28","6,756.25","6,640.24","6,640.24","6,127.70","6,763.47"
2/28/2007,"6,728.40","6,640.99","6,775.52","6,715.44","6,715.44","6,122.23","6,762.61"
2/27/2007,"6,988.34","6,814.57","6,988.34","6,819.65","6,819.65","6,117.02","6,760.08"
2/26/2007,"6,992.12","6,980.25","7,040.20","7,027.59","7,027.59","6,111.25","6,754.74"
2/23/2007,"6,986.07","6,964.50","6,998.27","6,992.58","6,992.58","6,104.37","6,744.60"
2/22/2007,"6,959.37","6,955.57","7,012.34","6,973.73","6,973.73","6,098.67","6,734.28"
2/21/2007,"6,999.18","6,922.36","7,005.34","6,941.66","6,941.66","6,093.09","6,724.19"
2/20/2007,"6,978.52","6,936.08","6,987.67","6,982.91","6,982.91","6,087.96","6,713.90"
2/19/2007,"6,967.53","6,965.91","6,996.01","6,987.08","6,987.08","6,083.32","6,702.51"
2/16/2007,"6,955.71","6,941.03","6,979.02","6,957.07","6,957.07","6,078.98","6,690.16"
2/15/2007,"6,958.14","6,942.25","6,972.44","6,958.62","6,958.62","6,074.89","6,678.47"
2/14/2007,"6,912.56","6,907.91","6,965.39","6,961.18","6,961.18","6,070.74","6,665.20"
2/13/2007,"6,868.68","6,866.07","6,895.52","6,895.34","6,895.34","6,066.50","6,650.80"
2/12/2007,"6,892.03","6,844.39","6,892.03","6,859.45","6,859.45","6,062.22","6,639.08"
2/9/2007,"6,890.65","6,890.64","6,928.98","6,911.11","6,911.11","6,057.77","6,629.17"
2/8/2007,"6,911.24","6,849.85","6,918.04","6,876.73","6,876.73","6,053.47","6,616.58"
2/7/2007,"6,886.01","6,885.08","6,924.46","6,915.56","6,915.56","6,049.14","6,605.01"
2/6/2007,"6,881.90","6,862.19","6,906.68","6,875.70","6,875.70","6,044.90","6,594.93"
2/5/2007,"6,878.67","6,864.19","6,891.13","6,874.06","6,874.06","6,041.05","6,586.92"
2/2/2007,"6,853.77","6,848.17","6,904.88","6,885.76","6,885.76","6,037.08","6,578.97"
2/1/2007,"6,821.31","6,820.58","6,874.77","6,851.28","6,851.28","6,033.04","6,570.46"
1/31/2007,"6,772.83","6,758.85","6,805.09","6,789.11","6,789.11","6,029.26","6,562.48"
1/30/2007,"6,719.97","6,711.05","6,801.27","6,788.23","6,788.23","6,025.63","6,554.94"
1/29/2007,"6,702.45","6,683.38","6,739.50","6,726.01","6,726.01","6,021.66","6,548.04"
1/26/2007,"6,690.29","6,659.45","6,731.36","6,690.34","6,690.34","6,017.54","6,542.14"
1/25/2007,"6,743.43","6,703.90","6,771.42","6,719.58","6,719.58","6,013.68","6,536.08"
1/24/2007,"6,692.65","6,681.66","6,759.95","6,748.37","6,748.37","6,009.59","6,529.56"
1/23/2007,"6,692.83","6,627.96","6,704.36","6,678.93","6,678.93","6,005.39","6,521.75"
1/22/2007,"6,753.73","6,682.49","6,766.57","6,687.31","6,687.31","6,002.01","6,515.34"
1/19/2007,"6,678.81","6,651.68","6,754.55","6,747.17","6,747.17","5,998.34","6,508.58"
1/18/2007,"6,721.09","6,661.05","6,737.98","6,689.62","6,689.62","5,994.76","6,500.88"
1/17/2007,"6,716.67","6,672.76","6,732.31","6,701.70","6,701.70","5,991.46","6,493.70"
