 Date,GBPUSD Open,GBPUSD Low,GBPUSD High,GBPUSD Close,GBPUSD Adj. Close
3/31/2009,1.4266,1.4241,1.4374,1.4323,1.4323
3/30/2009,1.4306,1.4111,1.4306,1.4266,1.4266
3/27/2009,1.4453,1.4269,1.4494,1.432,1.432
3/26/2009,1.4552,1.4424,1.4638,1.4453,1.4453
3/25/2009,1.4681,1.4516,1.4721,1.4552,1.4552
3/24/2009,1.4572,1.4548,1.4778,1.4681,1.4681
3/23/2009,1.4456,1.4422,1.4648,1.4572,1.4572
3/20/2009,1.4506,1.4395,1.4589,1.4465,1.4465
3/19/2009,1.4275,1.4162,1.4596,1.4506,1.4506
3/18/2009,1.4037,1.3845,1.4298,1.4275,1.4275
3/17/2009,1.4064,1.3966,1.4138,1.4037,1.4037
3/16/2009,1.3997,1.3893,1.4229,1.4064,1.4064
3/13/2009,1.3939,1.3864,1.407,1.4002,1.4002
3/12/2009,1.3874,1.3703,1.3984,1.3939,1.3939
3/11/2009,1.3752,1.3657,1.3889,1.3874,1.3874
3/10/2009,1.3776,1.369,1.3905,1.3753,1.3753
3/9/2009,1.4089,1.3743,1.4183,1.3776,1.3776
3/6/2009,1.4118,1.4041,1.4305,1.4094,1.4094
3/5/2009,1.4194,1.4038,1.4233,1.4118,1.4118
3/4/2009,1.405,1.3986,1.4199,1.4194,1.4194
3/3/2009,1.4055,1.3985,1.4157,1.405,1.405
3/2/2009,1.4308,1.3958,1.4346,1.4055,1.4055
2/27/2009,1.4316,1.4112,1.4365,1.4318,1.4318
2/26/2009,1.4203,1.4161,1.4384,1.4317,1.4317
2/25/2009,1.4481,1.4175,1.4607,1.4201,1.4201
2/24/2009,1.4488,1.4375,1.4578,1.4481,1.4481
2/23/2009,1.4436,1.4365,1.4662,1.4487,1.4487
2/20/2009,1.4293,1.4153,1.4484,1.4433,1.4433
2/19/2009,1.4211,1.4206,1.4447,1.4294,1.4294
2/18/2009,1.424,1.4094,1.4299,1.4211,1.4211
2/17/2009,1.4298,1.4125,1.4312,1.4238,1.4238
2/16/2009,1.4471,1.4152,1.4471,1.4298,1.4298
2/13/2009,1.4269,1.4253,1.4605,1.4355,1.4355
2/12/2009,1.4397,1.4137,1.4415,1.4269,1.4269
2/11/2009,1.4542,1.4317,1.4566,1.4397,1.4397
2/10/2009,1.4894,1.4458,1.4915,1.4542,1.4542
2/9/2009,1.4798,1.4703,1.4986,1.4898,1.4898
2/6/2009,1.4611,1.459,1.4844,1.4787,1.4787
2/5/2009,1.4468,1.4367,1.4703,1.461,1.461
2/4/2009,1.4458,1.4324,1.4578,1.4468,1.4468
2/3/2009,1.4264,1.4154,1.4485,1.4458,1.4458
2/2/2009,1.4537,1.4052,1.4537,1.4264,1.4264
1/30/2009,1.4301,1.4188,1.4544,1.454,1.454
1/29/2009,1.4247,1.4073,1.4412,1.4301,1.4301
1/28/2009,1.4129,1.4126,1.4375,1.4247,1.4247
1/27/2009,1.3993,1.3929,1.4242,1.4129,1.4129
1/26/2009,1.3716,1.3548,1.3996,1.3993,1.3993
1/23/2009,1.3877,1.3503,1.3902,1.3804,1.3804
1/22/2009,1.3955,1.369,1.4025,1.3877,1.3877
1/21/2009,1.3928,1.3622,1.4026,1.3955,1.3955
1/20/2009,1.442,1.3863,1.4443,1.3928,1.3928
1/19/2009,1.4793,1.4418,1.4909,1.442,1.442
1/16/2009,1.4631,1.4622,1.4981,1.4733,1.4733
1/15/2009,1.4612,1.4476,1.4684,1.4632,1.4632
1/14/2009,1.4501,1.4488,1.4708,1.4612,1.4612
1/13/2009,1.4822,1.447,1.4829,1.4501,1.4501
1/12/2009,1.514,1.4809,1.5154,1.4822,1.4822
1/9/2009,1.5216,1.5117,1.5348,1.5164,1.5164
1/8/2009,1.5096,1.4983,1.5373,1.5216,1.5216
1/7/2009,1.4917,1.4805,1.5282,1.5095,1.5095
1/6/2009,1.47,1.4504,1.4993,1.4917,1.4917
1/5/2009,1.4518,1.4431,1.4739,1.47,1.47
1/2/2009,1.4678,1.4378,1.483,1.4548,1.4548
1/1/2009,1.453,1.452,1.4678,1.4678,1.4678
12/31/2008,1.4409,1.4354,1.4699,1.4593,1.4593
12/30/2008,1.4392,1.4392,1.4552,1.4409,1.4409
12/29/2008,1.4633,1.4382,1.477,1.4392,1.4392
12/26/2008,1.474,1.4577,1.4796,1.458,1.458
12/25/2008,1.4731,1.4649,1.4776,1.474,1.474
12/24/2008,1.4725,1.4659,1.4807,1.4731,1.4731
12/23/2008,1.4823,1.4673,1.4897,1.4724,1.4724
12/22/2008,1.4943,1.4689,1.4991,1.4825,1.4825
12/19/2008,1.5015,1.4813,1.5187,1.492,1.492
12/18/2008,1.5536,1.4897,1.5616,1.5015,1.5015
12/17/2008,1.558,1.5246,1.5724,1.5536,1.5536
12/16/2008,1.5306,1.5204,1.5648,1.5581,1.5581
12/15/2008,1.4943,1.4921,1.5379,1.5306,1.5306
12/12/2008,1.5035,1.4816,1.5118,1.4944,1.4944
12/11/2008,1.4786,1.4774,1.5082,1.5036,1.5036
12/10/2008,1.4751,1.4736,1.4881,1.4785,1.4785
12/9/2008,1.4915,1.4679,1.4915,1.475,1.475
12/8/2008,1.474,1.4686,1.5047,1.4915,1.4915
12/5/2008,1.468,1.4526,1.4773,1.4685,1.4685
12/4/2008,1.4783,1.4471,1.4815,1.468,1.468
12/3/2008,1.4917,1.4666,1.4933,1.4784,1.4784
12/2/2008,1.4886,1.4776,1.5069,1.492,1.492
12/1/2008,1.538,1.4807,1.5397,1.4884,1.4884
11/28/2008,1.5406,1.5259,1.5449,1.5377,1.5377
11/27/2008,1.5326,1.5312,1.5513,1.5406,1.5406
11/26/2008,1.5473,1.5176,1.5485,1.5326,1.5326
11/25/2008,1.5182,1.4984,1.5534,1.5472,1.5472
11/24/2008,1.4895,1.4842,1.5187,1.5183,1.5183
11/21/2008,1.4727,1.4715,1.506,1.4925,1.4925
11/20/2008,1.4952,1.4713,1.4994,1.4727,1.4727
11/19/2008,1.4959,1.4903,1.5249,1.4952,1.4952
11/18/2008,1.4989,1.4901,1.5091,1.4958,1.4958
11/17/2008,1.4702,1.4647,1.5082,1.4989,1.4989
11/14/2008,1.4841,1.466,1.4957,1.474,1.474
11/13/2008,1.4966,1.4557,1.4992,1.4841,1.4841
11/12/2008,1.5384,1.4894,1.5481,1.4964,1.4964
11/11/2008,1.5604,1.5363,1.5703,1.5384,1.5384
11/10/2008,1.5741,1.5576,1.5885,1.5604,1.5604
11/7/2008,1.5628,1.5535,1.5878,1.5643,1.5643
11/6/2008,1.59,1.5566,1.6037,1.5628,1.5628
11/5/2008,1.5956,1.5753,1.6198,1.591,1.591
11/4/2008,1.5822,1.5604,1.6107,1.5956,1.5956
11/3/2008,1.6111,1.5782,1.6399,1.5819,1.5819
10/31/2008,1.645,1.6005,1.6464,1.6076,1.6076
10/30/2008,1.6374,1.6212,1.6672,1.6451,1.6451
10/29/2008,1.59,1.5878,1.6475,1.6373,1.6373
10/28/2008,1.5552,1.5402,1.5956,1.5901,1.5901
10/27/2008,1.5921,1.5279,1.5921,1.5552,1.5552
10/24/2008,1.6229,1.5269,1.6327,1.5897,1.5897
10/23/2008,1.6265,1.6042,1.6347,1.623,1.623
10/22/2008,1.6706,1.6139,1.6728,1.6267,1.6267
10/21/2008,1.715,1.6651,1.7198,1.6706,1.6706
10/20/2008,1.7312,1.7105,1.7518,1.7152,1.7152
10/17/2008,1.7304,1.7225,1.7382,1.7281,1.7281
10/16/2008,1.7269,1.7136,1.7353,1.7304,1.7304
10/15/2008,1.7394,1.7264,1.7603,1.7269,1.7269
10/14/2008,1.734,1.7334,1.7631,1.7395,1.7395
10/13/2008,1.71,1.6932,1.7443,1.7341,1.7341
10/10/2008,1.7096,1.6792,1.718,1.7043,1.7043
10/9/2008,1.7306,1.7066,1.7397,1.7097,1.7097
10/8/2008,1.7455,1.7262,1.7657,1.7306,1.7306
10/7/2008,1.7441,1.7319,1.7658,1.7455,1.7455
10/6/2008,1.7663,1.7336,1.772,1.7441,1.7441
10/3/2008,1.7638,1.756,1.7837,1.7714,1.7714
10/2/2008,1.7696,1.7552,1.7726,1.7639,1.7639
10/1/2008,1.7805,1.7634,1.7873,1.7697,1.7697
9/30/2008,1.8086,1.7758,1.8118,1.7805,1.7805
9/29/2008,1.8406,1.7959,1.8427,1.8086,1.8086
9/26/2008,1.8372,1.8335,1.8467,1.8445,1.8445
9/25/2008,1.8464,1.8307,1.8669,1.8372,1.8372
9/24/2008,1.8519,1.8459,1.8608,1.8465,1.8465
9/23/2008,1.8544,1.8472,1.8635,1.8522,1.8522
9/22/2008,1.832,1.8265,1.8642,1.8544,1.8544
9/19/2008,1.8179,1.7917,1.8386,1.8318,1.8318
9/18/2008,1.8173,1.8091,1.8276,1.8181,1.8181
9/17/2008,1.7832,1.7787,1.8244,1.8173,1.8173
9/16/2008,1.8003,1.7736,1.8012,1.7835,1.7835
9/15/2008,1.7934,1.7767,1.8128,1.8007,1.8007
9/12/2008,1.7581,1.7542,1.7959,1.7942,1.7942
9/11/2008,1.753,1.7447,1.759,1.758,1.758
9/10/2008,1.7607,1.7523,1.7678,1.7531,1.7531
9/9/2008,1.7581,1.7506,1.7707,1.7607,1.7607
9/8/2008,1.7695,1.7471,1.7975,1.7581,1.7581
9/5/2008,1.7686,1.7538,1.7744,1.7661,1.7661
9/4/2008,1.7768,1.7626,1.7858,1.7685,1.7685
9/3/2008,1.7838,1.7668,1.7841,1.7768,1.7768
9/2/2008,1.8014,1.7783,1.8015,1.7839,1.7839
9/1/2008,1.8201,1.7984,1.8206,1.8014,1.8014
8/29/2008,1.8296,1.8174,1.8343,1.8211,1.8211
8/28/2008,1.8356,1.824,1.8401,1.8296,1.8296
8/27/2008,1.8401,1.8286,1.8489,1.8356,1.8356
8/26/2008,1.8532,1.8331,1.8532,1.84,1.84
8/25/2008,1.8528,1.8406,1.859,1.8532,1.8532
8/22/2008,1.8782,1.8505,1.8794,1.8527,1.8527
8/21/2008,1.862,1.8607,1.879,1.8782,1.8782
8/20/2008,1.867,1.854,1.8684,1.8621,1.8621
8/19/2008,1.8651,1.8537,1.8679,1.867,1.867
8/18/2008,1.8663,1.8621,1.8722,1.8651,1.8651
8/15/2008,1.8698,1.8512,1.87,1.8662,1.8662
8/14/2008,1.8704,1.8619,1.8787,1.8698,1.8698
8/13/2008,1.8964,1.864,1.9036,1.8704,1.8704
8/12/2008,1.9108,1.8953,1.9122,1.8968,1.8968
8/11/2008,1.9215,1.9067,1.9255,1.9108,1.9108
8/8/2008,1.9439,1.9146,1.944,1.9212,1.9212
8/7/2008,1.9478,1.9421,1.9538,1.9439,1.9439
8/6/2008,1.9546,1.9467,1.9596,1.9477,1.9477
8/5/2008,1.9623,1.9521,1.9625,1.9547,1.9547
8/4/2008,1.9762,1.9601,1.9764,1.9624,1.9624
8/1/2008,1.9841,1.9727,1.9841,1.975,1.975
7/31/2008,1.9818,1.9781,1.9929,1.9841,1.9841
7/30/2008,1.9789,1.9746,1.9843,1.9817,1.9817
7/29/2008,1.994,1.9761,1.9968,1.9788,1.9788
7/28/2008,1.9915,1.9841,1.9964,1.9939,1.9939
7/25/2008,1.9869,1.9831,1.9978,1.9916,1.9916
7/24/2008,1.9996,1.9818,1.9996,1.9869,1.9869
7/23/2008,1.9915,1.9902,2.0029,1.9995,1.9995
7/22/2008,2.0033,1.9897,2.0077,1.9917,1.9917
7/21/2008,1.9987,1.9908,2.0038,2.0033,2.0033
7/18/2008,2.0038,1.9907,2.0039,1.9989,1.9989
7/17/2008,1.9991,1.995,2.0072,2.0038,2.0038
7/16/2008,2.0057,1.9959,2.0097,1.9991,1.9991
7/15/2008,1.9951,1.9932,2.0157,2.0059,2.0059
7/14/2008,1.9884,1.9814,1.9962,1.9951,1.9951
7/11/2008,1.978,1.9754,1.9958,1.9888,1.9888
7/10/2008,1.9831,1.9713,1.9841,1.9779,1.9779
7/9/2008,1.9695,1.9673,1.9833,1.9832,1.9832
7/8/2008,1.9762,1.9665,1.9797,1.9695,1.9695
7/7/2008,1.9818,1.9649,1.9829,1.9762,1.9762
7/4/2008,1.9834,1.9796,1.9848,1.9823,1.9823
7/3/2008,1.9931,1.98,1.9938,1.9833,1.9833
7/2/2008,1.9948,1.9846,1.9974,1.993,1.993
7/1/2008,1.9922,1.9888,2.0007,1.9949,1.9949
6/30/2008,1.9945,1.9881,1.9967,1.9923,1.9923
6/27/2008,1.9891,1.9807,1.9952,1.995,1.995
6/26/2008,1.9752,1.9714,1.9895,1.989,1.989
6/25/2008,1.9708,1.9656,1.9769,1.9751,1.9751
6/24/2008,1.9654,1.9625,1.9724,1.9709,1.9709
6/23/2008,1.975,1.9586,1.9757,1.9655,1.9655
6/20/2008,1.9723,1.97,1.9791,1.9761,1.9761
6/19/2008,1.9599,1.9579,1.9744,1.9723,1.9723
6/18/2008,1.9568,1.9479,1.9611,1.9599,1.9599
6/17/2008,1.9633,1.947,1.9698,1.9568,1.9568
6/16/2008,1.9479,1.9459,1.9688,1.9632,1.9632
6/13/2008,1.9463,1.941,1.9514,1.9476,1.9476
6/12/2008,1.9631,1.9434,1.9645,1.9464,1.9464
6/11/2008,1.9544,1.9492,1.9668,1.9632,1.9632
6/10/2008,1.9752,1.9519,1.9758,1.9544,1.9544
6/9/2008,1.9711,1.9662,1.9801,1.9751,1.9751
6/6/2008,1.9583,1.9538,1.9734,1.9708,1.9708
6/5/2008,1.9556,1.9462,1.9597,1.9585,1.9585
6/4/2008,1.9634,1.9527,1.9641,1.9557,1.9557
6/3/2008,1.9671,1.9606,1.9741,1.9634,1.9634
6/2/2008,1.9806,1.9597,1.9807,1.9671,1.9671
5/30/2008,1.9765,1.9685,1.9823,1.9823,1.9823
5/29/2008,1.9812,1.9673,1.9819,1.9766,1.9766
5/28/2008,1.9764,1.9705,1.9828,1.9813,1.9813
5/27/2008,1.9822,1.9715,1.9847,1.9763,1.9763
5/26/2008,1.981,1.9759,1.9832,1.9821,1.9821
5/23/2008,1.9803,1.9756,1.9851,1.9798,1.9798
5/22/2008,1.9734,1.9683,1.9849,1.9804,1.9804
5/21/2008,1.9683,1.9614,1.9733,1.9732,1.9732
5/20/2008,1.9489,1.948,1.9719,1.9683,1.9683
5/19/2008,1.9569,1.9454,1.9624,1.9489,1.9489
5/16/2008,1.9473,1.9442,1.9599,1.9571,1.9571
5/15/2008,1.946,1.9405,1.9502,1.9472,1.9472
5/14/2008,1.9455,1.9364,1.9474,1.9459,1.9459
5/13/2008,1.9578,1.9419,1.9582,1.9455,1.9455
5/12/2008,1.9528,1.9443,1.9634,1.9578,1.9578
5/9/2008,1.9544,1.946,1.9569,1.9539,1.9539
5/8/2008,1.9539,1.9504,1.9621,1.9541,1.9541
5/7/2008,1.9738,1.9503,1.9738,1.9539,1.9539
5/6/2008,1.9721,1.9636,1.9773,1.9738,1.9738
5/5/2008,1.9722,1.9656,1.9783,1.972,1.972
5/2/2008,1.9748,1.9705,1.9898,1.9717,1.9717
5/1/2008,1.9868,1.9713,1.9909,1.9748,1.9748
4/30/2008,1.9697,1.9623,1.9894,1.9869,1.9869
4/29/2008,1.9914,1.9667,1.9924,1.9697,1.9697
4/28/2008,1.9848,1.9783,1.9965,1.9914,1.9914
4/25/2008,1.974,1.9677,1.989,1.9858,1.9858
4/24/2008,1.9804,1.9686,1.9816,1.974,1.974
4/23/2008,1.9954,1.9773,1.9974,1.9804,1.9804
4/22/2008,1.9804,1.9746,1.9999,1.9954,1.9954
4/21/2008,1.998,1.9776,2.0027,1.9804,1.9804
4/18/2008,1.9912,1.9882,1.9999,1.9979,1.9979
4/17/2008,1.9723,1.9692,1.9925,1.9912,1.9912
4/16/2008,1.9626,1.9601,1.9806,1.9723,1.9723
4/15/2008,1.9784,1.96,1.9791,1.9626,1.9626
4/14/2008,1.969,1.9652,1.9894,1.9784,1.9784
4/11/2008,1.9708,1.9683,1.9769,1.9691,1.9691
4/10/2008,1.9758,1.9706,1.9843,1.9707,1.9707
4/9/2008,1.9697,1.965,1.9792,1.9758,1.9758
4/8/2008,1.9883,1.9665,1.9927,1.9697,1.9697
4/7/2008,1.9945,1.9835,1.9957,1.9883,1.9883
4/4/2008,1.9968,1.9909,2.0047,1.9933,1.9933
4/3/2008,1.9874,1.976,1.9976,1.9968,1.9968
4/2/2008,1.9759,1.9747,1.9899,1.9874,1.9874
4/1/2008,1.9837,1.9729,1.9874,1.9759,1.9759
3/31/2008,1.9947,1.9813,1.9979,1.9837,1.9837
3/28/2008,2.0073,1.9883,2.009,1.9944,1.9944
3/27/2008,2.0088,2.0024,2.0192,2.0073,2.0073
3/26/2008,2.0059,1.9927,2.0112,2.0088,2.0088
3/25/2008,1.9856,1.9848,2.0067,2.0059,2.0059
3/24/2008,1.9836,1.9758,1.9878,1.9855,1.9855
3/21/2008,1.985,1.9775,1.9884,1.9818,1.9818
3/20/2008,1.9843,1.9736,1.9877,1.985,1.985
3/19/2008,2.0065,1.9804,2.0152,1.9843,1.9843
3/18/2008,1.999,1.9955,2.0274,2.0064,2.0064
3/17/2008,2.018,1.9943,2.0231,1.999,1.999
3/14/2008,2.0335,2.0176,2.0398,2.0202,2.0202
3/13/2008,2.027,2.0246,2.0391,2.0335,2.0335
3/12/2008,2.0064,2.0056,2.028,2.027,2.027
3/11/2008,2.0093,1.9996,2.0211,2.0064,2.0064
3/10/2008,2.0154,2.0089,2.0221,2.0093,2.0093
3/7/2008,2.0092,2.0083,2.0217,2.0134,2.0134
3/6/2008,1.992,1.9895,2.0116,2.0092,2.0092
3/5/2008,1.9864,1.9722,1.9966,1.992,1.992
3/4/2008,1.9836,1.9813,1.9891,1.9864,1.9864
3/3/2008,1.988,1.9808,1.9936,1.9836,1.9836
2/29/2008,1.9887,1.9785,1.9922,1.9891,1.9891
2/28/2008,1.9818,1.9762,1.9947,1.9887,1.9887
2/27/2008,1.9871,1.9791,1.9972,1.9818,1.9818
2/26/2008,1.9673,1.9643,1.9877,1.9871,1.9871
2/25/2008,1.9665,1.9616,1.9701,1.9673,1.9673
2/22/2008,1.9628,1.961,1.9709,1.9669,1.9669
2/21/2008,1.9418,1.9408,1.9643,1.9628,1.9628
2/20/2008,1.9485,1.9363,1.9503,1.9418,1.9418
2/19/2008,1.9526,1.9453,1.9542,1.9485,1.9485
2/18/2008,1.9596,1.9476,1.9638,1.9526,1.9526
2/15/2008,1.969,1.9581,1.9723,1.9612,1.9612
2/14/2008,1.9629,1.9615,1.9739,1.969,1.969
2/13/2008,1.9599,1.955,1.9665,1.9629,1.9629
2/12/2008,1.9509,1.9444,1.9634,1.9599,1.9599
2/11/2008,1.9464,1.9402,1.9531,1.9509,1.9509
2/8/2008,1.9424,1.9403,1.9511,1.9459,1.9459
2/7/2008,1.9615,1.9388,1.9623,1.9424,1.9424
2/6/2008,1.9649,1.9554,1.9662,1.9615,1.9615
2/5/2008,1.9734,1.9605,1.9764,1.9649,1.9649
2/4/2008,1.9657,1.9628,1.9787,1.9734,1.9734
2/1/2008,1.9872,1.9646,1.9941,1.9651,1.9651
1/31/2008,1.9863,1.9825,1.9946,1.9872,1.9872
1/30/2008,1.9894,1.984,1.9959,1.9863,1.9863
1/29/2008,1.9843,1.9812,1.9929,1.9894,1.9894
1/28/2008,1.983,1.973,1.9891,1.9843,1.9843
1/25/2008,1.9765,1.9687,1.9848,1.9831,1.9831
1/24/2008,1.9553,1.9501,1.978,1.9765,1.9765
1/23/2008,1.9606,1.9465,1.9645,1.9553,1.9553
1/22/2008,1.9434,1.9337,1.963,1.9606,1.9606
1/21/2008,1.9545,1.943,1.9584,1.9434,1.9434
1/18/2008,1.9715,1.9513,1.9727,1.9554,1.9554
1/17/2008,1.9635,1.9606,1.9792,1.9715,1.9715
1/16/2008,1.9627,1.9531,1.9721,1.9636,1.9636
1/15/2008,1.956,1.9525,1.9742,1.9627,1.9627
1/14/2008,1.9565,1.9555,1.9648,1.9559,1.9559
1/11/2008,1.9615,1.9484,1.9635,1.9566,1.9566
1/10/2008,1.9585,1.9541,1.9667,1.9615,1.9615
1/9/2008,1.9732,1.9554,1.9764,1.9585,1.9585
1/8/2008,1.9704,1.9666,1.9829,1.9732,1.9732
1/7/2008,1.9736,1.9653,1.9757,1.9704,1.9704
1/4/2008,1.971,1.9674,1.985,1.974,1.974
1/3/2008,1.9808,1.9705,1.9839,1.971,1.971
1/2/2008,1.9864,1.9774,1.9957,1.9808,1.9808
1/1/2008,1.9849,1.9816,2.0029,1.9864,1.9864
12/31/2007,1.9954,1.9815,2.0102,1.985,1.985
12/28/2007,1.9961,1.9904,2.0023,1.9964,1.9964
12/27/2007,1.9838,1.9826,1.9967,1.9961,1.9961
12/26/2007,1.9788,1.9766,1.985,1.9838,1.9838
12/25/2007,1.9774,1.9705,1.9852,1.9783,1.9783
12/24/2007,1.983,1.9756,1.985,1.9774,1.9774
12/21/2007,1.9839,1.9809,1.9894,1.9834,1.9834
12/20/2007,1.9978,1.981,1.9985,1.9839,1.9839
12/19/2007,2.0145,1.9929,2.0196,1.9978,1.9978
12/18/2007,2.0205,2.0112,2.0226,2.0145,2.0145
12/17/2007,2.0165,2.0101,2.0229,2.0205,2.0205
12/14/2007,2.0414,2.0148,2.0449,2.0173,2.0173
12/13/2007,2.047,2.0342,2.0485,2.0414,2.0414
12/12/2007,2.0343,2.034,2.0578,2.0469,2.0469
12/11/2007,2.0461,2.033,2.052,2.0343,2.0343
12/10/2007,2.0302,2.0298,2.0489,2.0461,2.0461
12/7/2007,2.0281,2.0222,2.0346,2.0304,2.0304
12/6/2007,2.0266,2.0182,2.0311,2.028,2.028
12/5/2007,2.0593,2.0248,2.0611,2.0266,2.0266
12/4/2007,2.0659,2.0561,2.0674,2.0593,2.0593
12/3/2007,2.0557,2.0525,2.0679,2.0659,2.0659
11/30/2007,2.0612,2.0534,2.07,2.0563,2.0563
11/29/2007,2.0821,2.0595,2.0824,2.0613,2.0613
11/28/2007,2.0684,2.0583,2.0833,2.0823,2.0823
11/27/2007,2.0709,2.0641,2.0756,2.0687,2.0687
11/26/2007,2.0616,2.06,2.0738,2.0711,2.0711
11/23/2007,2.0617,2.0519,2.0765,2.0628,2.0628
11/22/2007,2.0651,2.0586,2.0685,2.062,2.062
11/21/2007,2.0665,2.0527,2.0699,2.0654,2.0654
11/20/2007,2.0506,2.0456,2.0684,2.0667,2.0667
11/19/2007,2.0533,2.0452,2.0566,2.0503,2.0503
11/16/2007,2.0454,2.0354,2.0551,2.0547,2.0547
11/15/2007,2.0522,2.0419,2.0618,2.0452,2.0452
11/14/2007,2.0707,2.0505,2.0844,2.0523,2.0523
11/13/2007,2.0527,2.0523,2.0763,2.0709,2.0709
11/12/2007,2.0889,2.0528,2.0921,2.053,2.053
11/9/2007,2.1073,2.088,2.1161,2.0903,2.0903
11/8/2007,2.102,2.0972,2.1117,2.1075,2.1075
11/7/2007,2.0876,2.086,2.1072,2.1035,2.1035
11/6/2007,2.0802,2.0802,2.0907,2.0877,2.0877
11/5/2007,2.0889,2.0783,2.0894,2.0806,2.0806
11/2/2007,2.0803,2.0766,2.0897,2.0893,2.0893
11/1/2007,2.0796,2.0755,2.0875,2.0801,2.0801
10/31/2007,2.0676,2.0664,2.0823,2.0798,2.0798
10/30/2007,2.0623,2.0566,2.0704,2.0677,2.0677
10/29/2007,2.05,2.05,2.0643,2.0624,2.0624
10/26/2007,2.0511,2.0481,2.0573,2.0523,2.0523
10/25/2007,2.0495,2.0453,2.0554,2.0512,2.0512
10/24/2007,2.051,2.0427,2.0517,2.0499,2.0499
10/23/2007,2.0335,2.0303,2.0518,2.0511,2.0511
10/22/2007,2.0519,2.0259,2.0558,2.0331,2.0331
10/19/2007,2.0442,2.0409,2.0525,2.0518,2.0518
10/18/2007,2.0401,2.0382,2.0514,2.0445,2.0445
10/17/2007,2.0322,2.0288,2.0419,2.0403,2.0403
10/16/2007,2.0426,2.0296,2.0438,2.0329,2.0329
10/15/2007,2.0373,2.0319,2.0438,2.043,2.043
10/12/2007,2.0315,2.0246,2.0366,2.0361,2.0361
10/11/2007,2.0424,2.031,2.0428,2.0317,2.0317
10/10/2007,2.0375,2.0366,2.0477,2.0425,2.0425
10/9/2007,2.0358,2.0258,2.0388,2.0376,2.0376
10/8/2007,2.046,2.0332,2.046,2.0359,2.0359
10/5/2007,2.0386,2.0315,2.0444,2.0422,2.0422
10/4/2007,2.032,2.0278,2.0428,2.0387,2.0387
10/3/2007,2.0419,2.031,2.0443,2.0322,2.0322
10/2/2007,2.0431,2.0369,2.0446,2.0418,2.0418
10/1/2007,2.045,2.0377,2.0494,2.0435,2.0435
9/28/2007,2.0277,2.0196,2.049,2.0473,2.0473
9/27/2007,2.0157,2.0137,2.0285,2.0276,2.0276
9/26/2007,2.0184,2.0106,2.0217,2.0159,2.0159
9/25/2007,2.022,2.0086,2.0231,2.0186,2.0186
9/24/2007,2.0194,2.0192,2.0319,2.0223,2.0223
9/21/2007,2.0076,2.0076,2.0214,2.0203,2.0203
9/20/2007,2.0004,1.9974,2.0146,2.0077,2.0077
9/19/2007,2.0133,1.9952,2.0173,2.0008,2.0008
9/18/2007,1.9946,1.9881,2.0151,2.0131,2.0131
9/17/2007,1.9916,1.9916,2.0093,1.9947,1.9947
9/14/2007,2.025,2.0055,2.0253,2.0074,2.0074
9/13/2007,2.029,2.0236,2.0347,2.0252,2.0252
9/12/2007,2.0332,2.0287,2.0366,2.0291,2.0291
9/11/2007,2.0275,2.0234,2.0336,2.0333,2.0333
9/10/2007,2.025,2.025,2.033,2.0277,2.0277
9/7/2007,2.0236,2.0161,2.0322,2.0287,2.0287
9/6/2007,2.0195,2.0141,2.0266,2.0238,2.0238
9/5/2007,2.013,2.0044,2.0226,2.0196,2.0196
9/4/2007,2.018,2.0076,2.0196,2.0131,2.0131
9/3/2007,2.0163,2.0138,2.0214,2.0183,2.0183
8/31/2007,2.0114,2.011,2.0233,2.0171,2.0171
8/30/2007,2.0176,2.0045,2.0184,2.0118,2.0118
8/29/2007,2.0019,1.9962,2.0181,2.0177,2.0177
8/28/2007,2.0124,2.0001,2.0141,2.002,2.002
8/27/2007,2.0145,2.0119,2.0192,2.0122,2.0122
8/24/2007,2.0056,1.9979,2.015,2.0143,2.0143
8/23/2007,1.9931,1.9918,2.0094,2.0059,2.0059
8/22/2007,1.9818,1.9803,1.993,1.9928,1.9928
8/21/2007,1.9875,1.9744,1.9908,1.9819,1.9819
8/20/2007,1.9784,1.977,1.9901,1.9878,1.9878
8/17/2007,1.9827,1.9653,1.9936,1.9812,1.9812
8/16/2007,1.9885,1.9771,1.989,1.9828,1.9828
8/15/2007,1.9968,1.9856,1.9972,1.9887,1.9887
8/14/2007,2.0122,1.9965,2.0133,1.9969,1.9969
8/13/2007,2.0237,2.0085,2.0259,2.0125,2.0125
8/10/2007,2.0228,2.0154,2.027,2.0233,2.0233
8/9/2007,2.0371,2.0211,2.0395,2.0234,2.0234
8/8/2007,2.0212,2.0157,2.0399,2.0372,2.0372
8/7/2007,2.0312,2.0189,2.0337,2.0213,2.0213
8/6/2007,2.0375,2.028,2.0463,2.0313,2.0313
8/3/2007,2.0373,2.0338,2.0461,2.041,2.041
8/2/2007,2.0323,2.0282,2.0379,2.0373,2.0373
8/1/2007,2.0312,2.0204,2.0351,2.0325,2.0325
7/31/2007,2.0245,2.0232,2.0378,2.0313,2.0313
7/30/2007,2.023,2.0182,2.0291,2.0247,2.0247
7/27/2007,2.0491,2.0231,2.0494,2.0242,2.0242
7/26/2007,2.0536,2.0426,2.0562,2.0491,2.0491
7/25/2007,2.0625,2.0486,2.0631,2.0537,2.0537
7/24/2007,2.0592,2.0587,2.0654,2.0626,2.0626
7/23/2007,2.0553,2.0501,2.0604,2.0593,2.0593
