 Date,N100 Open,N100 Low,N100 High,N100 Close,N100 Adj. Close,N100 SMA (200D),N100 SMA (50D)
1/8/2010,701.35,695.87,702.63,701.38,701.38,603.51,664.73
1/7/2010,696.07,692.17,698.91,697.76,697.76,602.42,663.48
1/6/2010,697.7,694.77,699.42,698.27,698.27,601.39,662.59
1/5/2010,696.91,694.44,700.25,697.57,697.57,600.36,661.73
1/4/2010,686.37,686.37,696.99,696.99,696.99,599.31,661.11
12/31/2009,686.82,683.76,687.21,683.76,683.76,598.26,660.56
12/30/2009,686.55,682.75,688.53,683.76,683.76,597.21,660.43
12/29/2009,686.11,685.28,689.83,687.89,687.89,596.15,660.28
12/28/2009,683.28,682.71,685.26,684.56,684.56,595.06,660.13
12/24/2009,679.61,678.79,680.59,679.34,679.34,593.99,659.84
12/23/2009,680.62,676.87,681.75,678.89,678.89,592.97,659.79
12/22/2009,673.93,673.93,680.19,676.99,676.99,591.89,659.76
12/21/2009,664.18,662.18,673.09,672.62,672.62,590.82,659.51
12/18/2009,667.48,660.87,672.49,660.87,660.87,589.75,659.48
12/17/2009,670.33,665.8,673.53,667.14,667.14,588.73,659.55
12/16/2009,669.62,669.22,675.22,674.87,674.87,587.57,659.51
12/15/2009,668.29,662.07,669.95,668.9,668.9,586.38,659.11
12/14/2009,668.52,664.62,669.5,667.22,667.22,585.24,658.86
12/11/2009,660.46,660.46,667.67,662.5,662.5,584.19,658.32
12/10/2009,653.02,652.63,660.55,660.06,660.06,583.08,657.79
12/9/2009,657.36,650.4,660.57,653.27,653.27,582.02,657.54
12/8/2009,666.62,655.08,670.08,658.94,658.94,581.1,657.67
12/7/2009,667.1,662.46,670.23,667.73,667.73,580.17,657.73
12/4/2009,659.46,657.59,673.68,669.18,669.18,579.17,657.62
12/3/2009,665.65,659.95,667.85,661.65,661.65,578.18,657.22
12/2/2009,656.77,655.91,662.58,660.19,660.19,577.24,657.05
12/1/2009,646.52,646.52,656.42,656.42,656.42,576.34,657.09
11/30/2009,649.71,639.41,649.99,640.5,640.5,575.55,657.2
11/27/2009,630.38,630.02,652.33,648.2,648.2,574.83,657.61
11/26/2009,659.65,640.61,659.74,641.66,641.66,574.08,657.89
11/25/2009,664.29,659.34,665.89,663.4,663.4,573.43,658.35
11/24/2009,658.07,656.99,664.85,659.34,659.34,572.71,658.3
11/23/2009,656.32,656.31,665.96,663.33,663.33,571.98,658.12
11/20/2009,658.16,648.63,659.94,650.55,650.55,571.29,657.76
11/19/2009,665.22,653.89,666.47,655.24,655.24,570.66,657.69
11/18/2009,670.09,664.5,672.29,666.38,666.38,570.09,657.44
11/17/2009,669.45,666.19,672.1,667.13,667.13,569.46,656.94
11/16/2009,668.14,666.91,672.89,672.13,672.13,568.78,656.28
11/13/2009,660.46,656.62,663.57,662.96,662.96,568.07,655.46
11/12/2009,659.51,658.76,666.28,661.53,661.53,567.35,654.64
11/11/2009,663.85,660.84,666.89,662.63,662.63,566.6,653.69
11/10/2009,659.17,655.77,660.68,657.16,657.16,565.88,652.75
11/9/2009,651.23,651.23,658.56,658.3,658.3,565.21,651.97
11/6/2009,646.54,638.41,649.25,645.73,645.73,564.59,651.4
11/5/2009,635.08,631.43,649.83,646.41,646.41,563.94,651.2
11/4/2009,632.83,631.92,642.72,640.99,640.99,563.29,650.86
11/3/2009,630.85,622.31,631.31,627.7,627.7,562.57,650.68
11/2/2009,630.88,628.72,640.18,636.27,636.27,561.93,650.76
10/30/2009,650.16,630.56,651.44,632.16,632.16,561.27,650.57
10/29/2009,635.85,634.75,648.64,648.05,648.05,560.64,650.33
10/28/2009,650.98,638.66,650.98,638.87,638.87,559.99,649.44
10/27/2009,655.3,651.08,658.22,653.54,653.54,559.4,648.57
10/26/2009,669.25,653.56,670.62,655.16,655.16,558.71,647.39
10/23/2009,674.83,666.49,677.08,666.57,666.57,558.06,646.08
10/22/2009,669.54,664.7,670.81,669.17,669.17,557.48,644.76
10/21/2009,677.63,666.44,679.42,677.24,677.24,556.92,643.48
10/20/2009,683.05,675.65,683.36,676.48,676.48,556.37,641.99
10/19/2009,673.01,673.01,680.77,680.59,680.59,555.82,640.35
10/16/2009,678.83,668.22,681.63,669.83,669.83,555.28,638.78
10/15/2009,678.47,674.01,679.92,677.09,677.09,554.82,637.46
10/14/2009,673.15,671.95,677.68,677.3,677.3,554.29,635.84
10/13/2009,670.26,662.5,671.51,664.23,664.23,553.73,634.14
10/12/2009,667.21,666.51,673.92,671.45,671.45,553.14,632.77
10/9/2009,662.31,660.6,667.82,664.4,664.4,552.5,631.28
10/8/2009,664.68,660.28,665.76,664.67,664.67,551.84,629.78
10/7/2009,655.84,653.3,660.69,654.96,654.96,551.16,628.28
10/6/2009,643.01,641.93,656.58,656.58,656.58,550.55,626.73
10/5/2009,636.07,632.79,640.86,640.27,640.27,549.94,625.01
10/2/2009,641.58,632.21,642.69,635.71,635.71,549.46,623.73
10/1/2009,660.98,647.83,663.58,647.88,647.88,549.02,622.51
9/30/2009,664.03,654.53,666.58,659.66,659.66,548.51,621.08
9/29/2009,663.3,659.34,666.13,661.69,661.69,547.94,619.22
9/28/2009,647.29,643.08,662.54,662.54,662.54,547.33,617.3
9/25/2009,653.04,648.92,654.3,649.24,649.24,546.72,615.26
9/24/2009,659.99,651.93,666.27,652.78,652.78,546.24,613.34
9/23/2009,662.39,660.02,665.82,662.32,662.32,545.76,611.3
9/22/2009,663.72,660.94,667.14,662.04,662.04,545.21,608.99
9/21/2009,662.5,656.9,663.64,660.83,660.83,544.62,606.4
9/18/2009,660.95,660.67,665.82,662.5,662.5,543.84,603.72
9/17/2009,666.16,660.63,666.16,664.55,664.55,543.19,600.8
9/16/2009,653.15,652.86,662.21,661.01,661.01,542.55,597.96
9/15/2009,648.08,645.47,652.28,650.23,650.23,541.91,595.15
9/14/2009,640.16,636.99,645.58,645.36,645.36,541.27,592.68
9/11/2009,645.51,645.36,649.35,646.88,646.88,540.8,590.4
9/10/2009,644.17,637.67,645.3,643.04,643.04,540.31,588.24
9/9/2009,632.24,630.84,641.32,641.32,641.32,539.77,586.16
9/8/2009,633.19,630.79,635.61,634.11,634.11,539.27,584.42
9/7/2009,626.27,626.25,632.01,631.26,631.26,538.78,582.59
9/4/2009,616.87,616.35,622.53,621.72,621.72,538.09,580.94
9/3/2009,617.81,612.32,619.99,614.05,614.05,537.52,579.3
9/2/2009,616.52,609.87,616.62,615.47,615.47,537.1,577.89
9/1/2009,632.56,618.28,633.93,618.28,618.28,536.78,576.49
8/31/2009,631.5,628.26,633.19,629.67,629.67,536.41,574.83
8/28/2009,635.07,633.8,640.58,635.99,635.99,536.06,572.93
8/27/2009,632.29,626.78,635.79,629.17,629.17,535.67,571.23
8/26/2009,631.53,630.04,636.07,631.9,631.9,535.29,569.56
8/25/2009,623.44,622.96,633.6,631.97,631.97,534.97,567.73
8/24/2009,622.49,621.57,628.17,626.86,626.86,534.78,566.08
8/21/2009,601.58,601.55,621.35,620.17,620.17,534.59,564.57
8/20/2009,601.13,598.92,605.04,603.6,603.6,534.37,563.52
8/19/2009,591.46,587.49,597.25,595.07,595.07,534.42,562.83
8/18/2009,592.7,589.91,594.74,594.74,594.74,534.58,562.27
8/17/2009,597.91,587.02,597.91,589.33,589.33,534.6,561.65
8/14/2009,606.63,598.89,609.36,600.98,600.98,534.6,561.1
8/13/2009,603.07,601.91,610.01,604.88,604.88,534.46,560.47
8/12/2009,594.54,591.2,602.98,602.7,602.7,534.31,559.69
8/11/2009,602.69,593.17,605.02,594.62,594.62,533.93,558.96
8/10/2009,600.77,599.17,603.25,602.35,602.35,533.55,558.59
8/7/2009,595.26,591.22,605.64,603.34,603.34,533.23,558.06
8/6/2009,597.11,593.57,600.43,596.31,596.31,533.01,557.21
8/5/2009,595.2,590.09,600.22,592.1,592.1,532.82,556.49
8/4/2009,597.24,590.62,597.24,596.15,596.15,532.79,555.97
8/3/2009,589.18,588.55,600.94,596.78,596.78,532.74,555.29
7/31/2009,588.65,586.65,593.07,589.25,589.25,532.57,554.51
7/30/2009,581.53,579.48,592.04,589.66,589.66,532.33,553.84
7/29/2009,570.3,570.11,580.97,577.43,577.43,532.26,553.12
7/28/2009,576.41,570.13,580.4,570.64,570.64,532.44,552.93
7/27/2009,580.15,572.83,581.06,576.13,576.13,532.6,552.77
7/24/2009,574.67,571.89,581.47,574.95,574.95,532.44,552.38
7/23/2009,567.89,562.97,577.35,576.56,576.56,532.5,551.78
7/22/2009,565.84,560.5,566.91,566.65,566.65,532.61,551.09
7/21/2009,561.43,559.85,569.03,565.45,565.45,532.97,550.6
7/20/2009,557.92,555.4,561.89,560.62,560.62,533.34,550.33
7/17/2009,554.02,551.61,555.89,553.28,553.28,534.04,550.23
7/16/2009,545.83,544.77,554.88,550.93,550.93,534.69,550.5
7/15/2009,535.57,535.57,546.86,546.86,546.86,535.41,550.62
7/14/2009,529.24,526.67,533.18,532.21,532.21,536.13,550.84
7/13/2009,514.87,512.41,527.07,527.07,527.07,536.86,551.18
7/10/2009,520.34,515.55,521.84,516.3,516.3,537.81,551.67
7/9/2009,523.37,521.28,527.53,522.69,522.69,538.89,552.09
7/8/2009,524.21,518.98,526,520.22,520.22,539.85,552.27
7/7/2009,534.42,526.33,536.6,526.81,526.81,540.85,552.28
7/6/2009,534.68,528.33,535.14,531.55,531.55,541.89,552.31
7/3/2009,540.04,534.57,540.5,538.84,538.84,542.98,552.24
7/2/2009,552,539.12,552,539.12,539.12,543.74,551.73
7/1/2009,545.34,545.27,556.66,554.33,554.33,544.53,551.25
6/30/2009,551.42,539.53,551.42,542.3,542.3,545.32,550.34
6/29/2009,539,538.23,550.63,549.18,549.18,546.26,549.63
6/26/2009,546.89,537.04,549.95,539.53,539.53,547.29,549.15
6/25/2009,544.64,535.15,546.16,543.47,543.47,548.3,548.7
6/24/2009,537.58,533.08,547.32,545.5,545.5,549.33,548.01
6/23/2009,531.23,531.23,538.63,535.04,535.04,550.36,547.28
6/22/2009,551.29,535.15,551.55,535.15,535.15,551.49,546.68
6/19/2009,546.5,544.42,553.21,550.8,550.8,552.5,545.92
6/18/2009,542.75,537.61,546.94,545.41,545.41,553.52,544.81
6/17/2009,547.49,537.17,548.46,540.85,540.85,554.68,543.88
6/16/2009,552.07,548.85,554.84,549.39,549.39,555.94,543.1
6/15/2009,565,549.9,565,550.97,550.97,557.1,542.25
6/12/2009,568.43,565.35,570.36,567.72,567.72,558.26,540.9
6/11/2009,564.39,564.01,570.32,569.36,569.36,559.31,539.12
6/10/2009,570.11,565.35,575.19,567.01,567.01,560.29,537.02
6/9/2009,565.89,561.17,568.6,563.51,563.51,561.28,535.35
6/8/2009,568.08,559.99,568.17,561.89,561.89,562.26,533.91
6/5/2009,570.45,566.65,576.97,569.59,569.59,563.3,532.52
6/4/2009,567.23,564.56,571.72,565.78,565.78,564.21,530.89
6/3/2009,578.37,563.25,578.48,566.34,566.34,565.18,529.33
6/2/2009,571.78,571.11,578.79,575.92,575.92,566.14,527.48
6/1/2009,570.33,569.57,576.76,575.94,575.94,567.14,525.37
5/29/2009,567.16,559.64,567.72,561.08,561.08,568.15,523.24
5/28/2009,558.51,555.34,564.59,560.29,560.29,569.2,521.45
5/27/2009,564.83,561.39,566.56,566.16,566.16,570.25,519.77
5/26/2009,554.1,546.71,562.92,562.1,562.1,571.36,517.7
5/25/2009,557.45,547.95,559.3,557.45,557.45,572.49,515.7
5/22/2009,556.37,551.49,560.11,555.87,555.87,573.6,513.73
5/21/2009,561.68,552.73,562.26,554.01,554.01,574.68,511.75
5/20/2009,560.82,560.68,570.07,567.77,567.77,575.77,509.37
5/19/2009,560.22,558.08,565.66,562.35,562.35,576.73,506.74
5/18/2009,539.88,536.94,556.83,556.83,556.83,577.64,504.32
5/15/2009,547.12,539.45,547.27,544.93,544.93,578.59,502.33
5/14/2009,539.57,537.14,544.72,542.04,542.04,579.66,500.23
5/13/2009,554.38,541.19,557.43,542.03,542.03,580.76,498.35
5/12/2009,550.44,549.87,558.96,552.3,552.3,581.8,496.9
5/11/2009,563.51,551.65,563.68,555.53,555.53,582.79,495.34
5/8/2009,562.81,561.08,571.07,566.91,566.91,583.81,493.58
5/7/2009,564.7,555.41,572.69,556.81,556.81,584.75,491.65
5/6/2009,547.97,547.93,561.38,557.98,557.98,585.81,490.01
5/5/2009,553.24,546.52,554.55,548.98,548.98,586.77,488.44
5/4/2009,542.09,541.11,551.71,551.53,551.53,587.8,487.42
4/30/2009,539.24,537.27,542.93,537.4,537.4,588.79,486.32
4/29/2009,523.5,523.5,532.84,531.6,531.6,589.79,485.54
4/28/2009,519.2,515.09,525.46,520.96,520.96,590.72,485.14
4/27/2009,518.93,517.56,529.03,528.24,528.24,591.67,485.09
4/24/2009,515.58,515.07,528.11,528.11,528.11,592.66,484.81
4/23/2009,510.71,509.29,520.51,513.32,513.32,593.63,484.76
4/22/2009,509.72,501.6,515.04,514.88,514.88,594.78,484.98
4/21/2009,505.91,497.05,514.01,509.03,509.03,596.01,485.52
4/20/2009,524.11,505.16,524.36,506.64,506.64,597.22,486.15
4/17/2009,519.44,516.73,526.69,525.28,525.28,598.51,486.61
4/16/2009,510.46,507.59,519.48,516.94,516.94,599.64,486.73
4/15/2009,504.27,503.09,511.25,508.79,508.79,600.87,486.77
4/14/2009,507.51,503.64,513.82,509.15,509.15,602.12,486.8
4/9/2009,501.45,497.5,507.29,504.99,504.99,603.4,487
4/8/2009,487.62,486.42,499.66,497.21,497.21,604.79,487.37
4/7/2009,500.7,491.76,502.25,495.17,495.17,606.2,488.11
4/6/2009,507.84,495.36,512.12,498.85,498.85,607.64,488.53
4/3/2009,504.18,499.9,510.75,501.84,501.84,609.17,488.88
4/2/2009,493.33,492.99,508.18,506.88,506.88,610.63,488.79
4/1/2009,476.83,468.82,484.11,483.79,483.79,612.1,488.63
3/31/2009,468.83,468.43,478.46,478.46,478.46,613.69,489.02
3/30/2009,474.12,464.56,474.96,464.56,464.56,615.39,489.6
3/27/2009,492.33,481.29,493.17,483.32,483.32,617.19,490.66
3/26/2009,493.75,486.31,494.37,491.77,491.77,618.96,491.4
3/25/2009,485.09,484.36,495.86,492.14,492.14,620.67,491.91
3/24/2009,494.78,482.98,494.78,488.18,488.18,622.39,492.57
3/23/2009,481.74,477.31,488.3,487.9,487.9,624.14,493.81
3/20/2009,466.68,463.82,474.22,473.56,473.56,625.88,495.2
3/19/2009,473.64,468.61,480.65,470.8,470.8,627.77,497.05
3/18/2009,476.91,463.61,478.77,469.46,469.46,629.7,498.99
3/17/2009,469.54,465.21,474.28,471.58,471.58,631.64,501.02
3/16/2009,471.57,469.23,476.13,476.13,476.13,633.67,503.15
3/13/2009,469.43,460.85,473.22,462.81,462.81,635.67,505.05
3/12/2009,454.14,448.3,462.54,462.03,462.03,637.79,507.12
3/11/2009,455.23,449.46,466.98,459.08,459.08,639.87,508.78
3/10/2009,434.62,433.17,458.22,456.9,456.9,642.03,510.47
3/9/2009,436.52,426.62,436.52,434.61,434.61,644.17,511.98
3/6/2009,441.59,434.73,446.23,436.24,436.24,646.42,513.89
3/5/2009,452.99,441.72,454.96,441.72,441.72,648.61,515.82
3/4/2009,446.05,443.24,457.17,457.17,457.17,650.79,517.67
3/3/2009,449.83,439.75,453.11,439.82,439.82,652.9,519.42
3/2/2009,457.81,447.83,458.87,447.93,447.93,655.17,521.56
2/27/2009,468.15,458.78,469.65,469.65,469.65,657.41,523.52
2/26/2009,473.62,466.62,477.63,474.22,474.22,659.55,525.06
2/25/2009,478.46,462.49,478.85,467.73,467.73,661.75,526.34
2/24/2009,472.12,464.64,473.59,470.3,470.3,663.93,527.8
2/23/2009,486.86,473.06,487.84,474.77,474.77,666.08,529.48
2/20/2009,490.61,479.44,491.01,479.52,479.52,668.2,531.12
2/19/2009,499.75,496.43,503.92,498.15,498.15,670.26,532.55
2/18/2009,500.74,489.11,501.13,496.48,496.48,672.22,533.46
2/17/2009,507.18,495.5,507.5,498.22,498.22,674.18,533.65
2/16/2009,514.15,511.66,516.71,511.89,511.89,676.18,534.35
2/13/2009,520.81,516.45,526.44,518.26,518.26,678.14,534.83
2/12/2009,521.88,508.91,521.88,514.26,514.26,680.03,535.12
2/11/2009,520.9,519.06,526,525.37,525.37,681.96,535.27
2/10/2009,536.48,524.36,540.13,524.36,524.36,683.84,535.79
2/9/2009,537.65,535.59,543.84,542.27,542.27,685.67,536.28
2/6/2009,533.54,529.76,542.86,540.37,540.37,687.38,536.14
2/5/2009,519.6,517.07,530.18,529.69,529.69,689.13,536.17
2/4/2009,521.94,519.27,535.22,530.97,530.97,690.89,536.3
2/3/2009,514.63,506.21,519.75,519.03,519.03,692.61,535.53
2/2/2009,511.73,502.29,512.57,510.59,510.59,694.41,535.32
1/30/2009,519.39,514.82,526.73,518.79,518.79,696.2,535.69
1/29/2009,530.37,519.87,531.13,523.94,523.94,697.97,536.34
1/28/2009,523.34,522.89,535.22,533.88,533.88,699.76,536.76
1/27/2009,517.27,508.36,517.8,516.03,516.03,701.41,537.29
1/26/2009,498.1,496.61,518.28,516.35,516.35,703.15,538.11
1/23/2009,496.77,484.89,500.11,497.71,497.71,704.82,538.84
1/22/2009,511.62,497.72,515.92,498.92,498.92,706.57,540.28
1/21/2009,501.5,494.29,509.54,503.25,503.25,708.34,542.17
1/20/2009,519.83,505.23,523.14,507.42,507.42,710.14,543.87
1/19/2009,528.01,510.79,532.02,517.25,517.25,711.92,545.26
1/16/2009,526.73,519.66,534.55,520.64,520.64,713.69,547.17
1/15/2009,526.83,511.67,528.19,516.97,516.97,715.47,549.3
1/14/2009,554.04,520.9,554.04,525.35,525.35,717.23,550.94
1/13/2009,553.99,542.95,554.34,550.12,550.12,718.92,552.21
1/12/2009,564.14,555.99,566.81,557.44,557.44,720.51,552.69
1/9/2009,569.33,561.07,575.41,565.97,565.97,722.03,553.01
1/8/2009,564.28,559.16,570.54,567.78,567.78,723.37,552.22
1/7/2009,575.12,566.52,578.71,571.1,571.1,724.68,551.23
1/6/2009,573.37,567.64,582.49,577.83,577.83,726,550.61
1/5/2009,571.38,563.26,572.92,571.21,571.21,727.25,550.24
1/2/2009,546.91,546.53,566.38,566.38,566.38,728.54,549.97
12/31/2008,546.12,544.67,551.11,544.92,544.92,729.74,550.38
12/30/2008,536.51,534.94,543.91,543.91,543.91,731.06,551.2
12/29/2008,533.75,528.36,537.74,532.28,532.28,732.41,551.55
12/24/2008,530.43,526.79,534.58,529.88,529.88,733.7,551.76
12/23/2008,534.89,532.79,542.31,532.79,532.79,735.15,552.65
12/22/2008,540.74,534.21,543.23,534.21,534.21,736.62,554.29
12/19/2008,540.51,533.84,549.53,544.94,544.94,738.14,555.65
12/18/2008,547.45,541.6,549.89,546.75,546.75,739.54,555.62
12/17/2008,551.8,537.18,551.85,545.74,545.74,740.89,556.43
12/16/2008,538.6,536.81,546.84,546.84,546.84,742.3,557.5
12/15/2008,547.19,535.46,549.3,538.38,538.38,743.74,559.33
12/12/2008,532.44,525.63,544.59,540.67,540.67,745.28,561.36
12/11/2008,555.91,547.76,559.12,554.38,554.38,746.73,564.55
12/10/2008,551.99,547.41,557.65,556.39,556.39,748.18,567.12
12/9/2008,536.83,536.2,557.94,551.41,551.41,749.66,569.9
12/8/2008,537.6,531.49,544.57,543.42,543.42,751.22,572.69
12/5/2008,527.46,501.62,528,506.04,506.04,752.91,575.37
12/4/2008,533.91,526.33,549.52,532.95,532.95,754.78,579.59
12/3/2008,531.28,518.11,538.52,536.02,536.02,756.48,583.58
12/2/2008,514.98,510.15,533.45,532.74,532.74,758.09,587.16
12/1/2008,548.7,520.54,548.89,521.62,521.62,759.75,590.91
11/28/2008,548.26,538.47,551.7,551.7,551.7,761.43,595.15
11/27/2008,542.29,541.14,549,549,549,763.04,599.13
11/26/2008,536.29,522.8,542.78,535.17,535.17,764.63,601.96
11/25/2008,529.75,526.4,551.97,541.87,541.87,766.22,605.19
11/24/2008,502.85,500.8,536.69,536.29,536.29,767.84,608.62
11/21/2008,511.3,486.53,518.21,492.06,492.06,769.48,612.48
11/20/2008,516.25,498.28,518.54,508.75,508.75,771.33,617.76
11/19/2008,550.44,529.11,550.44,529.11,529.11,772.95,622.42
11/18/2008,548.31,532.44,552.86,551.11,551.11,774.49,626.81
11/17/2008,558.2,542.29,563.9,545.29,545.29,775.95,630.83
11/14/2008,572.77,556.92,574.07,560.23,560.23,777.5,635.14
11/13/2008,548.82,543.62,560.59,556.99,556.99,778.95,638.69
11/12/2008,579.46,549.38,581.3,552.87,552.87,780.57,642.65
11/11/2008,584.07,568.09,587.1,569.46,569.46,782.22,647.14
11/10/2008,603.89,591.29,610.92,593.61,593.61,783.69,651.59
11/7/2008,583.61,570.49,594.39,588.36,588.36,785.06,655.35
11/6/2008,594.36,575.52,605.69,576.61,576.61,786.5,659.24
11/5/2008,621.82,607.24,621.82,613.03,613.03,787.92,663.28
11/4/2008,598.14,597.92,627.16,627.16,627.16,789.17,666.32
11/3/2008,593.93,586.96,598.82,598.82,598.82,790.38,669.05
10/31/2008,568.57,561.24,589.09,589.09,589.09,791.48,672.29
10/30/2008,581.72,562.29,586.35,574.06,574.06,792.79,675.88
10/29/2008,556.9,552.31,573.3,573.27,573.27,794.11,679.44
10/28/2008,531.92,509.12,536.58,526.72,526.72,795.7,683.2
10/27/2008,508.77,504.94,527.96,518.29,518.29,797.59,687.8
10/24/2008,530.49,505.64,539.66,539.66,539.66,799.57,692.96
10/23/2008,557.93,539.38,564.24,559.77,559.77,801.5,697.73
10/22/2008,571.8,556.1,578.92,557.3,557.3,803.45,701.97
10/21/2008,599.12,582.01,599.33,587.23,587.23,805.39,706.22
10/20/2008,572.84,567.42,585.81,585.81,585.81,807.21,710.23
10/17/2008,567.05,540.09,569.95,561.3,561.3,809.09,714.29
10/16/2008,538.84,533.44,569.42,543.02,543.02,811.14,718.64
10/15/2008,609.68,569.03,610.23,574.05,574.05,813.26,723.22
10/14/2008,629.7,604.78,639.21,614.96,614.96,815.23,727.17
10/13/2008,570.55,570.32,602.44,602.44,602.44,817.07,730.09
10/10/2008,543.41,525.81,560.04,543.36,543.36,818.99,732.91
10/9/2008,606.35,579.63,616.89,587.07,587.07,821.25,736.98
10/8/2008,611.63,586.14,640.82,599.22,599.22,823.29,740.43
10/7/2008,657.52,633.46,658.83,638.47,638.47,825.28,743.69
10/6/2008,669.3,634.82,671.66,639.9,639.9,827.07,745.91
10/3/2008,685.37,674.8,703.63,699.82,699.82,828.84,748.11
10/2/2008,696.18,682.76,707.15,683.22,683.22,830.24,749.3
10/1/2008,697.71,686.73,698.36,695.12,695.12,831.71,750.76
9/30/2008,658.65,658.33,691.64,690.88,690.88,833.13,752.22
9/29/2008,712.04,677.85,712.04,677.85,677.85,834.57,753.41
9/26/2008,721.4,710.58,723.87,717.03,717.03,836.15,754.95
9/25/2008,714.62,714.3,732.19,732.19,732.19,837.52,755.58
9/24/2008,724.6,713.43,726.39,714.99,714.99,838.91,755.7
9/23/2008,730.12,716.5,730.88,720.14,720.14,840.38,755.76
9/22/2008,750.61,734.02,755.4,734.02,734.02,841.84,755.55
9/19/2008,726.23,723.66,750.25,750.25,750.25,843.21,755.42
9/18/2008,696.21,685.98,709.16,690.7,690.7,844.47,754.85
9/17/2008,724.78,695.58,726.77,696.75,696.75,846.01,755.9
9/16/2008,717.39,702.87,726.26,713.49,713.49,847.43,757.2
9/15/2008,733.29,715.93,734.09,729.17,729.17,848.83,757.94
9/12/2008,748.61,743.59,756.07,756.07,756.07,850.19,758.64
9/11/2008,747.61,733.66,749.81,741.9,741.9,851.36,758.54
9/10/2008,752,741.89,753.94,748.21,748.21,852.59,758.97
9/9/2008,760.18,749.09,767.21,752.27,752.27,853.68,759.18
9/8/2008,765.22,756.99,771.02,760.83,760.83,854.77,759.45
9/5/2008,750.22,735.79,751.93,737.74,737.74,855.85,759.89
9/4/2008,777.55,755.14,780,755.16,755.16,856.96,760.71
9/3/2008,784.4,777.18,786.83,777.18,777.18,857.96,761.28
9/2/2008,780.6,777.13,795.28,791.94,791.94,858.94,761.81
9/1/2008,777.25,774.68,784.12,781.5,781.5,859.8,761.86
8/29/2008,780.21,777.86,786.41,782.81,782.81,860.8,762.25
8/28/2008,763.92,759.56,781.35,778.67,778.67,861.82,762.64
8/27/2008,763.23,754.76,767.49,765.26,765.26,862.91,763.42
8/26/2008,756.46,751.22,766.02,763.57,763.57,864.01,764.61
8/25/2008,764.82,760.5,767.45,760.88,760.88,865.12,766.09
8/22/2008,754.83,752.48,768.99,768.48,768.48,866.24,767.54
8/21/2008,756.26,749.54,757.17,751.95,751.95,867.41,768.91
8/20/2008,760.09,755.25,763.53,761.31,761.31,868.72,770.62
8/19/2008,768.47,756.63,768.47,757,757,870.02,772.11
8/18/2008,775.14,770.06,784.14,776.32,776.32,871.32,774
8/15/2008,776.27,772.67,784.19,777.81,777.81,872.56,775.61
8/14/2008,775.12,765.29,778.86,771.8,771.8,873.8,777.21
8/13/2008,783.31,769.49,784.84,770.12,770.12,875.17,779.31
8/12/2008,785.61,781.54,791.89,787.58,787.58,876.51,781.44
8/11/2008,779.98,778.93,788.75,788.74,788.74,877.79,783.41
8/8/2008,767.19,765.6,779.06,778.87,778.87,879.03,785.2
8/7/2008,769.82,768.56,782.19,772.16,772.16,880.31,787.46
8/6/2008,766.41,762.17,772.22,771.55,771.55,881.55,789.73
8/5/2008,746.14,743.66,761,760.96,760.96,882.83,791.98
8/4/2008,747.35,741.2,751.77,743.1,743.1,884.11,794.22
8/1/2008,753,744.21,757.41,747.14,747.14,885.55,796.94
7/31/2008,763.29,754.6,767.91,759.28,759.28,886.98,799.56
7/30/2008,757.64,754.76,765.8,762.37,762.37,888.39,802.26
7/29/2008,743.26,738.73,752.95,749.44,749.44,889.75,804.92
7/28/2008,757.29,750.05,757.29,750.05,750.05,891.19,807.92
7/25/2008,749.27,747.29,762.83,758.95,758.95,892.66,811.2
7/24/2008,773.87,753.36,773.87,756.45,756.45,894.1,814.06
7/23/2008,765.55,761.16,770.52,768.06,768.06,895.53,816.94
7/22/2008,747.64,741.79,754.85,750.69,750.69,896.91,819.56
7/21/2008,748.12,741.4,760.02,754.71,754.71,898.33,822.37
7/18/2008,730.74,728.09,748.46,748.46,748.46,899.73,825.09
7/17/2008,729.87,727.05,744.38,738.09,738.09,901.13,827.87
7/16/2008,714.42,697.34,718.6,717.87,717.87,902.57,831.1
7/15/2008,719.29,703.07,719.7,709.78,709.78,904.11,834.82
7/14/2008,730.25,726.59,735.89,727.54,727.54,905.69,838.55
7/11/2008,746.78,721.95,748.72,721.95,721.95,907.13,842.01
7/10/2008,748.97,739.17,753.92,742.9,742.9,908.6,845.6
7/9/2008,757.69,756.35,762.98,761.9,761.9,909.93,848.53
7/8/2008,748.14,741.56,753.46,750.59,750.59,911.13,850.99
7/7/2008,757.62,751.92,764.97,763.81,763.81,912.42,853.78
7/4/2008,766.96,751.26,766.96,751.26,751.26,913.67,856.15
7/3/2008,750.67,745.17,766.49,763.67,763.67,914.96,858.62
7/2/2008,768.14,758.65,773.45,758.65,758.65,916.23,860.92
7/1/2008,778.39,760.63,780.33,765.58,765.58,917.4,863.11
6/30/2008,779.57,770.16,784.42,782.98,782.98,918.46,865.28
6/27/2008,782.2,770.29,784.52,778.7,778.7,919.49,867.24
6/26/2008,797.37,783.64,797.37,783.64,783.64,920.56,868.94
6/25/2008,799.03,797.12,804.19,803.81,803.81,921.56,870.55
6/24/2008,800.18,785.25,803.88,794.48,794.48,922.44,871.48
6/23/2008,803.48,797.61,805.32,800.86,800.86,923.3,872.55
6/20/2008,820.02,796.35,821.99,802.28,802.28,924.16,873.6
6/19/2008,820.68,817.54,825.88,817.54,817.54,925.12,874.81
